Geneid	C2_1Aligned.sortedByCoord.out.markDups	C1_1Aligned.sortedByCoord.out.markDups	K2_1Aligned.sortedByCoord.out.markDups	K1_1Aligned.sortedByCoord.out.markDups	C3_1Aligned.sortedByCoord.out.markDups	K3_1Aligned.sortedByCoord.out.markDups
JOSD2	327	351	328	388	351	440
JPH1	8	10	13	20	15	43
JPH2	362	300	149	246	290	377
JPH3	1	0	0	0	1	2
JPH4	7	2	1	1	0	12
JRK	830	771	797	1094	914	1416
JRKL	285	258	180	287	251	463
JSRP1	460	427	490	447	413	833
JTB	5060	5317	4517	5981	5063	7263
JUN	637	437	1057	738	785	1565
JUNB	4260	4193	4107	4934	4593	7185
JUND	14266	14502	11907	11862	16411	15053
JUP	456	472	344	449	553	599
KAAG1	0	0	0	0	0	0
KALRN	11	19	12	17	20	36
KANK1	276	322	293	383	330	552
KANK2	1325	1516	1136	1494	1466	1955
KANK3	8	11	6	4	7	4
KANK4	15	9	14	53	18	48
KANSL1	488	453	517	568	652	962
KANSL1L	228	230	145	299	187	323
KANSL2	819	841	697	1007	829	1278
KANSL3	947	858	797	1089	1074	1645
KANTR	216	158	127	142	255	267
KARS	4020	4528	4195	5282	4721	7068
KAT14	436	490	424	583	509	727
KAT2A	2278	2227	2250	2986	2381	4265
KAT2B	189	190	122	169	187	302
KAT5	995	986	1017	1209	1079	1677
KAT6A	690	789	692	870	806	1385
KAT6B	607	568	536	729	640	1134
KAT7	908	906	828	1144	979	1464
KAT8	1026	1067	807	1121	985	1658
KATNA1	577	674	596	790	609	977
KATNAL1	224	186	177	253	216	328
KATNAL2	240	235	143	251	248	297
KATNB1	504	544	515	698	436	864
KATNBL1	422	432	392	590	500	793
KAZALD1	904	961	794	1022	799	1248
KAZN	304	313	322	406	255	620
KB-1042C11.5	17	6	7	10	5	12
KBTBD11	2190	2227	2489	3510	2395	4765
KBTBD11-OT1	0	0	0	0	0	0
KBTBD12	0	0	0	0	0	0
KBTBD13	0	2	3	1	0	1
KBTBD2	1133	919	874	1115	1165	1549
KBTBD3	70	60	36	68	38	85
KBTBD4	315	371	305	385	366	481
KBTBD6	249	253	251	350	302	448
KBTBD7	165	173	171	208	197	369
KBTBD8	375	326	353	534	391	658
KCMF1	842	887	833	1002	965	1392
KCNA1	0	0	0	0	0	0
KCNA10	0	0	0	0	0	0
KCNA2	0	0	0	0	0	1
KCNA3	7	4	0	22	1	18
KCNA4	0	0	0	1	0	0
KCNA5	0	0	0	0	0	0
KCNA6	0	0	0	0	0	0
KCNA7	0	0	0	0	0	0
KCNAB1	0	1	2	0	0	0
KCNAB2	6501	5562	6212	6767	7492	10648
KCNAB3	74	33	35	36	61	39
KCNB1	0	0	0	0	0	0
KCNB2	0	0	0	0	0	0
KCNC1	0	0	0	0	0	0
KCNC2	0	0	0	0	0	0
KCNC3	248	219	284	264	289	438
KCNC4	288	258	245	298	293	544
KCND1	44	28	17	13	46	37
KCND2	0	0	0	0	0	0
KCND3	0	0	0	0	0	0
KCNE1	22	12	22	13	12	26
KCNE1B	7	2	9	9	14	12
KCNE2	2	0	0	0	0	2
KCNE3	633	672	627	766	769	1180
KCNE4	3	1	1	0	0	0
KCNE5	6	3	2	5	7	9
KCNF1	3	5	8	4	2	13
KCNG1	204	198	328	495	181	552
KCNG2	76	61	29	73	68	107
KCNG3	0	0	0	0	0	0
KCNG4	0	0	0	0	0	0
KCNH1	0	0	0	0	0	0
KCNH2	141	162	123	197	135	250
KCNH3	0	1	0	2	0	0
KCNH4	5	4	6	8	7	7
KCNH5	0	0	0	0	0	0
KCNH6	0	0	0	0	0	0
KCNH7	0	0	0	0	0	0
KCNH8	0	0	0	0	0	0
KCNIP1	0	0	0	0	0	0
KCNIP2	97	82	49	92	117	109
KCNIP3	0	1	0	1	3	0
KCNIP4	0	0	0	0	0	0
KCNJ1	5	2	2	0	6	18
KCNJ10	0	0	0	0	3	3
KCNJ11	3	0	0	5	7	3
KCNJ12	1	0	0	0	0	0
KCNJ13	0	0	0	0	0	0
KCNJ14	199	126	142	124	213	205
KCNJ15	0	0	0	0	0	0
KCNJ16	0	0	0	0	0	0
KCNJ18	0	0	0	0	0	0
KCNJ2	1	3	7	4	4	1
KCNJ3	0	0	1	2	6	0
KCNJ4	0	0	0	0	0	0
KCNJ5	0	0	0	0	0	3
KCNJ6	0	0	0	0	0	0
KCNJ8	0	0	0	0	0	0
KCNJ9	0	0	1	0	0	0
KCNK1	0	0	0	0	0	0
KCNK10	14	9	9	6	9	13
KCNK12	8	2	9	5	7	3
KCNK13	24	20	31	16	25	54
KCNK15	0	0	0	0	0	0
KCNK16	0	0	0	0	0	0
KCNK17	0	0	0	1	0	0
KCNK18	0	0	0	0	0	0
KCNK2	0	0	0	0	0	0
KCNK3	0	0	0	0	0	0
KCNK4	0	0	0	0	1	0
KCNK5	115	126	137	227	106	288
KCNK6	2150	1837	1971	1846	3348	3347
KCNK7	9	1	3	2	3	6
KCNK9	2	1	0	0	1	3
KCNMA1	0	0	0	0	0	0
KCNMB1	31	20	27	53	33	77
KCNMB2	0	0	0	0	0	0
KCNMB3	0	0	0	2	0	3
KCNMB4	0	2	0	0	3	3
KCNN1	1	2	2	3	6	3
KCNN2	595	620	579	733	610	1030
KCNN3	0	0	0	1	0	0
KCNN4	2475	2195	2010	2241	2673	3361
KCNQ1	240	222	310	245	294	515
KCNQ2	0	3	0	2	0	1
KCNQ3	1886	1664	1544	2018	1893	3100
KCNQ4	0	0	0	0	1	1
KCNQ5	562	611	525	774	677	1167
KCNRG	7	11	4	8	9	14
KCNS1	44	62	87	119	43	164
KCNS2	0	0	0	0	0	0
KCNS3	17	25	41	22	36	43
KCNT1	0	0	0	0	0	0
KCNT2	0	0	0	0	0	0
KCNU1	0	0	0	0	0	0
KCNV1	0	0	0	0	0	0
KCNV2	0	0	0	0	0	1
KCP	685	410	1149	662	1015	1751
KCTD1	32	48	55	72	56	82
KCTD10	818	887	890	1120	952	1577
KCTD11	38	24	39	61	50	52
KCTD12	271	241	467	374	323	731
KCTD13	441	370	375	413	480	629
KCTD14	1	0	0	0	0	0
KCTD15	1401	1356	1306	1668	1409	2267
KCTD16	0	0	0	0	0	0
KCTD17	64	72	85	114	106	195
KCTD18	369	413	332	441	454	580
KCTD19	0	0	0	0	0	0
KCTD2	593	595	536	577	663	907
KCTD20	2271	2372	2317	3277	2403	4273
KCTD21	126	108	95	112	216	229
KCTD3	928	1018	927	1286	1120	1705
KCTD4	0	0	0	0	0	0
KCTD5	1190	1130	1298	1419	1205	1842
KCTD6	62	55	54	74	56	107
KCTD7	137	158	141	221	147	269
KCTD8	0	0	0	0	0	0
KCTD9	712	808	692	909	818	1242
KDELC1	110	120	90	115	84	132
KDELC2	640	709	545	966	627	1059
KDELR1	1959	1852	1532	2133	2076	2804
KDELR2	816	850	830	1111	977	1449
KDELR3	0	2	1	1	0	0
KDF1	0	0	0	0	0	3
KDM1A	1244	1408	1246	1809	1324	2303
KDM1B	1692	1801	2178	2837	2293	3793
KDM2A	1305	1288	1224	1543	1498	2413
KDM2B	3389	3148	3381	3966	3961	6067
KDM3A	2326	1819	1715	2055	2890	3561
KDM3B	2463	2520	2296	3004	2869	4195
KDM4A	971	1002	1000	1248	1181	1984
KDM4B	1782	1527	1446	1629	1949	2615
KDM4C	466	388	394	510	528	762
KDM4D	9	7	13	6	6	21
KDM4E	0	0	0	0	0	0
KDM4F	0	0	0	0	0	0
KDM5A	1185	1185	1271	1531	1334	2301
KDM5B	569	664	564	697	719	1095
KDM5C	1854	1771	1690	1960	2209	2984
KDM5D	1748	1447	1377	1839	2018	2940
KDM6A	513	405	324	473	512	678
KDM6B	1314	1112	1101	1135	1583	2088
KDM7A	203	227	330	521	266	645
KDM8	185	140	133	190	160	276
KDR	0	0	0	0	0	0
KDSR	572	542	503	701	595	938
KEAP1	2051	2178	2221	2636	2281	3368
KEL	2	0	2	5	4	7
KERA	0	0	0	0	0	0
KHDC1	96	84	59	74	103	104
KHDC1L	0	0	0	4	0	2
KHDC3L	0	0	0	0	0	0
KHDRBS1	5092	5643	4930	6489	6028	8687
KHDRBS2	1	4	3	8	4	7
KHDRBS3	0	1	0	1	3	6
KHK	55	75	48	75	47	85
KHNYN	825	863	740	915	878	1325
KHSRP	12587	12791	12020	13902	14316	21079
KIAA0040	41	41	36	34	38	70
KIAA0100	4043	4231	4077	5129	4736	7395
KIAA0141	1707	1617	1391	1962	1732	2900
KIAA0232	597	574	566	683	545	1097
KIAA0319	0	0	0	2	1	0
KIAA0319L	812	613	567	724	790	1211
KIAA0355	29	23	22	32	20	37
KIAA0368	2266	2415	2296	2992	2769	4314
KIAA0391	172	152	190	215	235	381
KIAA0408	0	0	0	1	0	0
KIAA0430	984	1031	873	1189	1178	1622
KIAA0513	544	552	458	552	682	786
KIAA0556	406	352	369	391	394	673
KIAA0586	424	447	468	581	472	852
KIAA0753	360	413	363	486	410	676
KIAA0825	12	18	20	17	20	16
KIAA0895	2	2	1	5	3	3
KIAA0895L	796	687	597	781	887	1213
KIAA0907	2296	2252	1923	3112	2233	4134
KIAA0922	790	774	914	1135	982	1777
KIAA0930	9149	8506	10375	10699	11089	17601
KIAA1024	150	150	94	103	179	170
KIAA1024L	0	0	0	0	0	0
KIAA1107	0	0	0	0	0	0
KIAA1109	765	713	630	840	844	1341
KIAA1143	1276	1497	1384	1836	1621	2329
KIAA1147	58	68	26	48	59	85
KIAA1161	54	43	27	61	66	69
KIAA1191	422	380	330	481	438	718
KIAA1210	0	0	0	0	0	0
KIAA1211	0	0	0	0	0	0
KIAA1211L	10	30	10	13	14	12
KIAA1217	0	0	0	0	0	0
KIAA1257	0	2	0	3	2	2
KIAA1324	0	3	9	1	3	1
KIAA1324L	2	0	3	0	1	7
KIAA1328	93	89	74	127	113	169
KIAA1429	1653	1818	1643	2178	1849	2962
KIAA1456	0	0	0	0	0	1
KIAA1462	48	55	69	112	62	115
KIAA1468	654	582	480	741	646	1104
KIAA1522	11	4	8	7	23	8
KIAA1524	498	604	472	756	619	873
KIAA1549	149	146	129	158	147	323
KIAA1549L	0	0	0	1	0	0
KIAA1551	1954	2103	1881	2324	2401	3463
KIAA1586	298	379	310	538	353	638
KIAA1614	135	123	133	130	241	230
KIAA1644	1	3	0	4	0	0
KIAA1671	0	0	0	0	0	2
KIAA1683	20	21	10	16	21	26
KIAA1755	52	89	57	76	106	118
KIAA1841	133	134	124	139	136	189
KIAA1958	156	170	179	226	227	370
KIAA2012	0	0	0	0	0	1
KIAA2013	1768	1808	1684	1879	1949	2773
KIAA2022	0	0	0	0	0	2
KIAA2026	329	346	333	391	406	659
KIDINS220	1018	1098	1117	1242	1314	2101
KIF11	2019	2237	1876	2392	2415	3129
KIF12	0	0	0	0	0	0
KIF13A	39	33	45	39	36	75
KIF13B	194	207	151	201	255	376
KIF14	884	1128	777	1134	934	1551
KIF15	776	876	621	892	806	1244
KIF16B	349	364	270	427	381	637
KIF17	562	510	364	534	580	694
KIF18A	185	247	172	222	223	298
KIF18B	918	836	657	953	935	1278
KIF19	0	0	0	0	1	0
KIF1A	0	0	1	1	0	0
KIF1B	157	110	170	202	162	353
KIF1BP	378	424	429	554	440	616
KIF1C	512	524	582	558	647	986
KIF20A	776	972	644	903	697	969
KIF20B	1355	1578	1311	2050	1523	2284
KIF21A	0	1	1	8	4	7
KIF21B	2527	2528	2328	2731	2774	3814
KIF22	2847	2932	2179	2981	3013	3763
KIF23	869	911	746	969	806	1249
KIF24	304	294	214	349	333	383
KIF25	0	0	0	0	0	0
KIF26A	4	1	10	5	7	10
KIF26B	419	438	457	556	448	901
KIF27	84	71	74	86	93	108
KIF2A	393	465	470	687	395	878
KIF2B	0	0	0	0	0	0
KIF2C	1264	1312	1136	1783	1293	1992
KIF3A	65	63	89	97	76	128
KIF3B	347	315	397	467	455	591
KIF3C	83	73	65	59	95	122
KIF4A	384	417	345	467	357	519
KIF4B	0	1	2	0	0	1
KIF5A	0	0	0	0	0	0
KIF5B	1651	2051	1993	2696	1959	3441
KIF5C	1	3	4	1	5	13
KIF6	0	0	0	0	0	0
KIF7	2	1	1	1	5	10
KIF9	228	213	202	232	211	351
KIFAP3	252	220	195	279	227	325
KIFC1	1525	1559	1162	1546	1501	2062
KIFC2	2156	1833	1891	2192	2208	3500
KIFC3	1143	1012	838	969	1202	1159
KIN	315	318	292	388	342	528
KIR2DL1	1	1	0	0	0	0
KIR2DL3	0	0	0	0	0	0
KIR2DL4	8	7	11	12	10	9
KIR3DL1	0	0	0	0	5	1
KIR3DL2	2	1	1	4	2	2
KIR3DL3	2	0	0	0	0	2
KIR3DX1	45	32	30	33	38	36
KIRREL	0	0	0	0	0	1
KIRREL2	44	55	52	46	54	53
KIRREL3	17	12	13	14	19	15
KISS1	0	0	0	0	0	0
KISS1R	0	0	4	0	0	2
KIT	6	27	18	17	5	24
KITLG	230	290	284	365	283	502
KIZ	332	381	226	426	336	547
KL	0	0	0	0	0	0
KLB	0	0	0	0	0	0
KLC1	1046	824	701	835	1175	1416
KLC2	167	182	162	211	219	264
KLC3	5	4	0	3	6	10
KLC4	353	266	275	332	380	498
KLF1	0	0	0	0	2	3
KLF10	894	903	966	935	1218	1357
KLF11	186	207	202	262	290	376
KLF12	4	2	4	6	5	4
KLF13	2203	2371	2337	2848	2335	3741
KLF14	0	0	0	0	0	0
KLF15	18	9	8	20	13	41
KLF16	3244	3047	2859	3065	3506	4786
KLF17	0	0	0	0	0	0
KLF18	0	0	0	0	0	0
KLF2	558	426	343	724	789	1026
KLF3	312	309	275	410	345	592
KLF4	619	519	737	909	895	1520
KLF5	31	28	23	39	42	43
KLF6	1470	1375	1508	2211	1866	3538
KLF7	121	123	141	183	171	284
KLF8	3	1	0	0	0	0
KLF9	261	355	268	359	346	483
KLHDC1	26	26	27	27	27	46
KLHDC10	487	463	401	631	498	861
KLHDC2	581	597	443	644	564	846
KLHDC3	3682	3705	2838	3784	3712	4832
KLHDC4	1471	1268	1222	1568	1476	2251
KLHDC7A	0	0	0	0	0	0
KLHDC7B	0	0	0	2	0	3
KLHDC8A	0	0	0	0	0	0
KLHDC8B	25	25	42	34	36	78
KLHDC9	1	0	0	0	0	0
KLHL1	0	1	2	3	0	6
KLHL10	0	0	0	0	0	0
KLHL11	16	13	16	18	29	41
KLHL12	1184	1239	1149	1749	1383	2264
KLHL13	74	109	118	177	106	277
KLHL14	0	0	0	0	0	0
KLHL15	181	182	204	298	223	421
KLHL17	1007	862	714	968	900	1427
KLHL18	520	419	360	590	497	916
KLHL2	542	495	438	567	525	920
KLHL20	478	439	407	637	523	881
KLHL21	795	779	932	1033	778	1433
KLHL22	249	251	223	275	279	406
KLHL23	417	468	386	623	427	718
KLHL24	451	463	480	579	617	926
KLHL25	31	37	30	39	47	51
KLHL26	218	200	229	308	295	447
KLHL28	88	120	119	175	121	228
KLHL29	0	0	1	5	0	1
KLHL3	13	7	9	12	18	13
KLHL30	88	69	120	120	150	249
KLHL31	0	0	0	0	3	1
KLHL32	0	2	4	1	1	10
KLHL33	0	0	0	0	0	0
KLHL34	0	0	0	0	0	0
KLHL35	3	4	2	4	3	4
KLHL36	1093	1096	997	1178	1299	1805
KLHL38	0	0	0	0	2	0
KLHL4	16	30	36	43	25	57
KLHL40	0	0	0	0	0	0
KLHL41	2	0	0	4	1	2
KLHL42	358	361	323	470	392	596
KLHL5	108	163	139	246	179	276
KLHL6	199	194	273	269	278	456
KLHL7	346	372	321	470	334	639
KLHL8	576	588	571	846	690	1119
KLHL9	219	277	237	358	304	480
KLK1	56	42	24	38	44	72
KLK10	0	0	0	0	0	0
KLK11	1	0	0	0	0	0
KLK12	0	0	0	0	0	0
KLK13	0	0	0	0	0	0
KLK14	3	0	0	1	2	0
KLK15	0	0	0	0	0	0
KLK2	0	0	0	0	0	0
KLK3	0	0	0	0	0	0
KLK4	0	0	7	0	4	8
KLK5	0	0	0	0	0	0
KLK6	0	0	0	0	0	0
KLK7	0	0	0	0	0	0
KLK8	0	0	0	0	0	0
KLK9	0	0	0	0	0	0
KLKB1	36	61	41	46	78	51
KLLN	41	35	53	57	70	73
KLRB1	0	0	0	0	0	0
KLRC1	0	0	0	0	0	0
KLRC2	0	0	0	0	0	0
KLRC3	0	0	0	0	0	0
KLRC4	0	0	0	0	0	0
KLRC4-KLRK1	0	2	0	2	0	0
KLRD1	0	0	0	0	2	0
KLRF1	0	0	0	0	0	0
KLRF2	0	0	0	0	0	0
KLRG1	35	29	30	23	40	35
KLRG2	0	0	0	0	0	0
KLRK1	0	0	0	1	0	0
KMO	52	39	83	55	86	117
KMT2A	833	766	665	935	845	1439
KMT2B	4030	3441	3416	3734	4557	6843
KMT2C	1082	951	1071	1207	1395	2116
KMT2D	2557	2085	2335	2564	2937	4592
KMT2E	1059	876	837	1071	1446	1765
KMT5A	1044	1133	837	1204	1126	1574
KMT5B	675	704	604	839	776	1108
KMT5C	742	652	569	697	885	1022
KNCN	0	0	0	0	0	0
KNDC1	0	0	0	0	0	1
KNG1	0	0	0	0	0	0
KNL1	902	903	811	1025	944	1341
KNOP1	431	547	497	694	548	818
KNSTRN	442	539	493	734	539	958
KNTC1	3146	2735	2029	3121	3321	4219
KPNA1	1224	1376	1138	1521	1552	2144
KPNA2	3357	3781	3388	4701	3536	5738
KPNA3	1956	2003	2085	2653	2344	3609
KPNA4	1451	1589	1485	1904	1840	2815
KPNA5	393	337	286	461	360	598
KPNA6	1296	1171	1187	1502	1513	2147
KPNA7	0	0	0	0	0	3
KPNB1	7510	8288	7327	9104	9894	13082
KPRP	0	0	0	0	0	0
KPTN	244	247	256	319	216	388
KRAS	671	753	683	952	732	1433
KRBA1	17	25	26	26	24	81
KRBA2	3	2	3	2	0	3
KRBOX1	0	0	0	0	0	0
KRBOX4	224	193	190	244	214	305
KRCC1	716	805	522	690	796	982
KREMEN1	59	87	85	93	83	119
KREMEN2	24	23	21	18	21	26
KRI1	3648	3442	2621	3302	3728	4986
KRIT1	761	677	587	792	873	1108
KRR1	1228	1290	1149	1588	1268	2323
KRT1	0	0	0	0	0	0
KRT10	559	664	489	687	459	684
KRT12	6	3	2	1	0	3
KRT13	0	0	0	0	0	0
KRT14	0	0	0	0	0	0
KRT15	0	0	0	0	0	0
KRT16	0	0	0	0	0	0
KRT17	9	11	2	10	7	16
KRT18	230	253	118	229	175	221
KRT19	0	0	0	0	0	0
KRT2	0	0	0	0	0	0
KRT20	0	0	0	0	0	0
KRT222	0	0	0	0	0	0
KRT23	0	0	0	0	0	0
KRT24	0	0	0	0	0	0
KRT25	0	0	0	0	0	0
KRT26	0	0	0	0	0	0
KRT27	0	0	0	0	0	0
KRT28	0	0	0	0	0	0
KRT3	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRT32	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
KRT35	0	0	0	0	0	0
KRT36	0	0	0	0	0	0
KRT37	0	0	0	0	0	0
KRT38	0	0	0	0	0	0
KRT39	0	0	0	0	0	0
KRT4	0	0	0	0	0	0
KRT40	0	0	0	0	0	0
KRT5	0	0	0	0	0	0
KRT6A	0	0	0	0	0	0
KRT6B	0	0	0	0	0	0
KRT6C	0	0	0	0	0	0
KRT7	6	10	5	11	16	11
KRT71	0	0	0	0	0	0
KRT72	0	0	0	0	0	0
KRT73	0	0	0	0	0	0
KRT74	0	0	0	0	0	0
KRT75	0	0	0	0	0	0
KRT76	0	0	0	0	0	0
KRT77	0	0	0	0	0	0
KRT78	0	0	2	0	4	2
KRT79	7	4	8	2	5	17
KRT8	51	67	28	57	62	43
KRT80	3	1	1	5	0	0
KRT81	8	1	0	6	7	3
KRT82	0	0	0	0	0	0
KRT83	0	0	0	0	0	0
KRT84	0	0	0	0	0	0
KRT85	0	0	0	0	0	0
KRT86	2	0	0	4	1	0
KRT9	0	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0
KRTAP10-2	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0
KRTAP10-9	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0
KRTAP13-2	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0
KRTAP13-4	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	0
KRTAP17-1	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0
KRTAP19-5	0	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	0
KRTAP2-1	0	0	0	0	0	0
KRTAP2-2	0	0	0	0	0	0
KRTAP2-3	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0
KRTAP21-2	0	0	0	0	0	0
KRTAP21-3	0	0	0	0	0	0
KRTAP22-1	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0
KRTAP29-1	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0
KRTAP4-1	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0
KRTAP4-12	0	0	0	0	0	0
KRTAP4-16	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	0	0
KRTAP4-7	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP5-1	0	0	0	0	0	0
KRTAP5-10	15	14	7	7	2	19
KRTAP5-11	0	0	0	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-3	0	0	0	0	0	0
KRTAP5-4	0	0	0	0	0	0
KRTAP5-5	0	0	0	0	0	0
KRTAP5-6	0	0	0	0	0	0
KRTAP5-7	0	0	3	2	0	2
KRTAP5-8	3	2	6	8	3	4
KRTAP5-9	3	8	9	8	10	8
KRTAP6-1	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0
KRTAP7-1	0	0	0	0	0	1
KRTAP8-1	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0
KRTAP9-6	0	0	0	0	0	0
KRTAP9-7	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0
KRTCAP2	219	196	197	266	250	384
KRTCAP3	21	14	10	9	34	28
KRTDAP	0	0	0	0	0	0
KSR1	430	366	321	323	519	647
KSR2	0	0	0	0	0	0
KTI12	368	318	331	502	366	632
KTN1	2425	2707	2256	3208	3010	4466
KXD1	2628	2360	2127	2797	2554	3906
KY	0	0	0	0	0	1
KYAT1	192	186	128	190	197	291
KYAT3	423	440	327	524	466	627
KYNU	600	627	560	781	665	1106
L1CAM	54	63	87	96	91	130
L1TD1	1	0	0	3	0	0
L2HGDH	167	204	177	297	177	354
L34079.2	0	0	0	0	0	0
L3HYPDH	331	330	308	577	307	592
L3MBTL1	6	13	3	15	7	5
L3MBTL2	995	926	1021	1318	1097	1612
L3MBTL3	217	181	234	249	276	394
L3MBTL4	0	0	0	0	0	0
LA16c-306E5.2	5	0	4	1	2	2
LA16c-312E8.5	0	0	0	0	0	0
LA16c-380H5.3	1	1	7	10	0	3
LA16c-431H6.6	0	0	1	1	4	0
LACC1	178	186	251	269	221	431
LACE1	239	272	241	323	305	480
LACRT	0	0	0	0	0	0
LACTB	549	607	736	797	661	1324
LACTB2	224	233	221	387	243	419
LACTBL1	0	0	0	0	0	0
LAD1	1	1	0	0	0	0
LAG3	0	2	0	0	1	2
LAGE3	492	535	556	617	442	848
LAIR1	5113	4847	5207	6589	5292	8652
LAIR2	10	20	10	33	17	32
LALBA	0	0	0	0	0	0
LAMA1	0	0	0	0	0	0
LAMA2	16	5	8	19	3	13
LAMA3	2	2	4	4	2	7
LAMA4	0	0	0	0	0	0
LAMA5	49	33	68	34	69	70
LAMB1	0	1	0	0	0	0
LAMB2	0	0	0	2	0	2
LAMB3	64	91	75	68	81	105
LAMB4	0	0	0	0	0	0
LAMC1	1659	1792	1893	2420	1992	3459
LAMC2	3	0	0	4	18	8
LAMC3	91	83	67	80	99	136
LAMP1	4492	4367	5425	5691	5450	8784
LAMP2	2851	3034	3309	4250	3442	5766
LAMP3	0	0	0	0	0	0
LAMP5	3194	2808	3091	4158	3328	6198
LAMTOR1	999	1130	971	1519	1022	1714
LAMTOR2	1170	1180	996	1533	1087	1706
LAMTOR3	553	560	564	717	561	977
LAMTOR4	1129	1092	1042	1187	956	1458
LAMTOR5	984	1079	1019	1471	985	1571
LANCL1	577	681	597	891	625	1090
LANCL2	337	388	395	484	398	554
LANCL3	5	2	2	1	4	13
LAP3	1101	1202	1160	1497	1258	2183
LAPTM4A	496	570	532	707	594	912
LAPTM4B	4355	4660	4030	5467	5244	6525
LAPTM5	7518	7861	9384	10730	8974	15232
LARGE1	26	11	12	20	16	16
LARGE2	1	0	0	1	0	0
LARP1	5978	5670	5729	7203	7309	10837
LARP1B	415	370	339	479	486	689
LARP4	854	949	869	1291	1010	1740
LARP4B	2261	1967	1967	2630	2409	3855
LARP6	3	10	0	5	3	4
LARP7	1639	1690	1524	1885	1918	2466
LARS	4769	4828	4451	6091	5471	8978
LARS2	537	572	572	840	497	900
LAS1L	1623	1676	1720	2177	1756	3027
LASP1	4974	5498	4857	5550	6522	8183
LAT	202	163	239	222	258	408
LAT2	5051	5207	4276	5611	5549	7430
LATS1	813	806	748	1074	959	1325
LATS2	271	241	266	332	368	525
LAX1	9	7	4	10	14	27
LAYN	0	0	0	0	0	0
LBH	5	3	4	9	3	3
LBHD1	469	362	330	468	468	634
LBP	3	5	3	1	0	11
LBR	3105	3755	2926	4370	3651	5550
LBX1	0	0	0	0	0	0
LBX2	48	45	50	49	45	82
LCA5	20	38	17	44	32	38
LCA5L	8	8	5	7	11	8
LCAT	48	46	30	51	64	62
LCE1A	0	0	0	0	0	0
LCE1B	4	0	1	1	0	3
LCE1C	0	0	6	2	0	1
LCE1D	0	0	2	0	0	0
LCE1E	0	0	0	0	0	3
LCE1F	3	0	1	0	1	2
LCE2A	0	0	0	0	0	0
LCE2B	0	0	0	0	0	0
LCE2C	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
