Gene,MOLM13_sgNT_R1,MOLM13_sgNT_R2
AP005119.1,0,0
AP005119.2,0.066,0.122
AP005120.1,0,0
AP005121.1,0,0
AP005121.2,0,0
AP005131.1,0,0
AP005131.2,0,0
AP005131.3,0,0
AP005131.4,0,0
AP005131.5,0,0
AP005131.6,0.761,0.735
AP005131.7,0.835,1.654
AP005136.2,0,0
AP005136.3,0.278,0.257
AP005136.4,0.043,0.04
AP005137.1,0,0
AP005137.2,0,0
AP005138.1,0,0
AP005139.1,0,0
AP005202.1,0,0
AP005202.2,0,0
AP005203.1,0,0
AP005205.1,0,0
AP005205.2,0,0
AP005205.3,0,0
AP005208.1,0,0
AP005209.1,0,0
AP005209.2,0,0
AP005210.1,0,0
AP005210.2,0,0
AP005212.1,0,0
AP005212.2,0.552,0.765
AP005212.3,0,0
AP005212.4,0,0
AP005227.1,0,0
AP005229.1,0,0
AP005229.2,0,0
AP005230.1,0,0
AP005233.1,0,0
AP005233.2,0,0
AP005242.1,0,0
AP005242.2,0.062,0.057
AP005242.3,0,0
AP005242.4,0,0
AP005242.5,0,0
AP005262.1,0,0
AP005263.1,0,0
AP005264.1,0,0
AP005264.2,0,0
AP005264.3,0,0
AP005264.4,0,0
AP005264.5,0,0.03
AP005264.6,0,0
AP005264.7,0,0
AP005265.1,0,0
AP005271.1,0,0
AP005273.1,0,0
AP005273.2,0,0
AP005328.1,0,0
AP005329.1,0.069,0
AP005329.2,0.041,0.038
AP005329.3,3.292,3.044
AP005357.1,0,0
AP005380.1,0,0
AP005403.1,0,0
AP005431.2,0.228,0
AP005432.1,0,0.058
AP005432.2,0,0
AP005435.1,0,0
AP005435.2,0,0
AP005435.3,0,0
AP005435.4,0,0
AP005436.2,0,0
AP005436.3,0,0
AP005436.4,0,0
AP005482.2,0,0
AP005482.3,0,0
AP005482.4,5.566,5.614
AP005530.1,0,0
AP005597.1,0,0
AP005597.2,0,0
AP005597.3,0,0
AP005597.4,0,0
AP005638.1,0,0
AP005660.2,0,0
AP005671.1,0.315,0.291
AP005717.1,0,0.104
AP005717.2,0.913,0.65
AP005718.1,0,0
AP005899.1,0,0
AP005899.2,0,0
AP005900.2,0,0
AP005901.1,0,0
AP005901.2,0,0
AP005901.3,0,0
AP005901.4,0,0
AP005901.5,0,0
AP005901.6,0,0
AP005902.1,0,0
AP005902.2,0,0
AP006193.1,0,0
AP006216.1,0.174,0
AP006216.2,0,0
AP006216.3,0,0
AP006219.1,0,0
AP006219.2,0,0
AP006219.3,0,0
AP006222.2,0.124,0.158
AP006245.1,0,0
AP006245.2,0,0
AP006248.1,0,0
AP006248.2,0,0
AP006248.3,0.368,0.34
AP006248.4,0,0.685
AP006248.5,0.173,0
AP006248.6,0,0
AP006259.1,0.13,0
AP006261.1,0,0
AP006285.1,0,0
AP006287.1,0,0
AP006287.2,0,0
AP006287.3,0,0.062
AP006288.1,0,0
AP006289.1,0,0
AP006294.1,0,0
AP006294.2,0,0
AP006295.1,0,0
AP006333.1,24.207,25.638
AP006333.2,1.647,3.632
AP006333.3,1.493,1.38
AP006437.1,0,0
AP006477.1,0,0
AP006545.1,2.159,2.218
AP006545.2,0,0
AP006545.3,0.097,0.089
AP006547.1,0,0
AP006564.1,0,0
AP006565.1,0,0
AP006587.1,0,0
AP006587.2,0,0
AP006587.3,0,0
AP006587.4,0,0
AP006587.5,0,0
AP006587.6,0,0
AP006621.1,0.051,0.094
AP006621.2,1.796,1.898
AP006621.3,7.976,7.012
AP006621.4,0,0
AP006621.5,2.239,2.247
AP006623.1,0.141,0
AP006748.1,0,0
AP1AR,15.526,16.551
AP1B1,156.441,161.907
AP1B1P1,0,0
AP1B1P2,0,0
AP1G1,69.98,70.467
AP1G2,2.821,2.989
AP1M1,30.891,31.293
AP1M2,0,0
AP1S1,121.576,118.509
AP1S2,34.215,33.384
AP1S2P1,0,0
AP1S3,24.699,21.442
AP2A1,115.896,118.182
AP2A2,34.359,34.912
AP2B1,123.298,130.448
AP2M1,281.512,285.102
AP2S1,493.417,496.012
AP3B1,177.445,178.563
AP3B2,0.033,0.091
AP3D1,108.871,110.918
AP3M1,88.154,85.229
AP3M2,17.158,15.703
AP3S1,122.884,118.742
AP3S2,3.802,3.646
AP4B1,12.598,11.394
AP4B1-AS1,0,0
AP4E1,32.14,31.904
AP4M1,9.181,8.702
AP4S1,4.02,3.976
AP5B1,40.219,38.497
AP5M1,26.141,26.171
AP5S1,19.545,22.009
AP5Z1,22.896,22.548
APAF1,81.095,78.615
APBA1,0.051,0.053
APBA2,0.011,0.02
APBA3,10.533,10.906
APBB1,0.014,0.039
APBB1IP,171.39,172.15
APBB2,0.298,0.369
APBB3,4.638,4.491
APC,28.347,29.165
APC2,0.012,0.032
APCDD1,0,0
APCDD1L,0,0
APCDD1L-DT,0.023,0
APCS,0,0
APEH,174.979,179.299
APELA,0,0
APEX1,548.959,554.261
APEX2,42.92,44.257
APH1A,179.684,183.934
APH1B,13.453,12.24
API5,142.101,137.347
API5P1,0.676,0.535
API5P2,0,0.045
APIP,19.887,20.582
APLF,0.215,0.199
APLN,0.045,0
APLNR,0.078,0.054
APLP1,0.35,0.095
APLP2,354.604,349.406
APMAP,201.755,199.183
APOA1,0.205,0.047
APOA1-AS,0,0
APOA2,0,0.143
APOA4,0,0
APOA5,0,0
APOB,0,0
APOBEC1,0,0
APOBEC2,0.127,0
APOBEC3A,0,0.029
APOBEC3AP1,0,0
APOBEC3B,50.571,51.233
APOBEC3B-AS1,0,0
APOBEC3C,110.53,105.987
APOBEC3D,0,0.027
APOBEC3F,0.028,0.168
APOBEC3G,0.786,0.777
APOBEC3H,1.747,1.669
APOBEC4,0,0
APOBR,140.156,136.02
APOC1,38.709,34.858
APOC1P1,0.466,0.072
APOC2,12.807,11.574
APOC3,0,0
APOC4,0,0
APOC4-APOC2,1.832,1.436
APOD,0.072,0.133
APOE,0.372,0.563
APOF,0,0
APOH,0,0
APOL1,3.308,2.883
APOL2,12.794,12.026
APOL3,0.074,0.08
APOL4,9.759,10.378
APOL5,0,0
APOL6,28.717,32.621
APOLD1,3.752,3.553
APOM,1.531,1.579
APONP,0,0
APOO,22.968,21.806
APOOL,23.898,23.339
APOOP1,0,0
APOOP2,0,0
APOOP3,0,0
APOOP4,0,0
APOOP5,0,0
APP,115.381,116.584
APPBP2,14.469,14.317
APPL1,65.105,66.359
APPL2,8.635,9.188
APRT,310.79,311.534
APTR,2.87,2.733
APTX,9.468,9.107
AQP1,0.042,0
AQP10,0,0
AQP11,0.24,0.38
AQP12A,0,0
AQP12B,0,0
AQP2,0,0
AQP3,36.317,35.753
AQP4,0,0
AQP4-AS1,0.079,0.067
AQP5,0,0
AQP6,0,0
AQP7,0.014,0
AQP7P1,0,0.064
AQP7P2,0,0
AQP7P3,0,0
AQP7P4,0,0
AQP7P5,0,0
AQP8,0,0
AQP9,0,0
AQR,35.326,36.272
AR,0.399,0.4
ARAF,83.804,85.79
ARAFP1,0,0
ARAFP2,0,0
ARAFP3,0,0
ARAP1,76.183,78.037
ARAP1-AS1,0,0
ARAP1-AS2,0,0.037
ARAP2,0,0.005
ARAP3,0.529,0.522
ARC,0.17,0.338
ARCN1,214.096,211.604
AREG,0,0
AREGB,0,0
AREL1,39.291,37.416
ARF1,565.068,573.888
ARF1P1,0,0
ARF1P2,0,0.25
ARF1P3,0,0
ARF3,359.12,354.944
ARF4,174.976,162.891
ARF4-AS1,0.659,0.686
ARF4P1,0.135,0
ARF4P2,0.139,0.128
ARF4P3,0,0
ARF4P4,0,0
ARF5,99.289,104.828
ARF6,319.756,322.664
ARFGAP1,28.361,28.943
ARFGAP2,88.939,92.746
ARFGAP3,29.54,28.773
ARFGEF1,100.432,102.534
ARFGEF2,58.462,63.103
ARFGEF3,0.015,0.014
ARFIP1,38.998,37.398
ARFIP2,36.69,36.662
ARFRP1,15.248,15.449
ARG1,0,0
ARG2,2.265,2.92
ARGFX,0,0
ARGFXP1,0,0
ARGFXP2,0,0
ARGLU1,56.809,52.826
ARHGAP1,114.13,111.628
ARHGAP10,3.204,3.363
ARHGAP11A,190.27,189.827
ARHGAP11B,4.682,4.999
ARHGAP12,18.644,18.121
ARHGAP15,44.201,42.482
ARHGAP15-AS1,0,0
ARHGAP16P,0,0
ARHGAP17,42.776,41.684
ARHGAP18,66.672,63.989
ARHGAP19,44.623,44.359
ARHGAP19-SLIT1,0,0.016
ARHGAP20,0,0
ARHGAP21,9.666,9.245
ARHGAP22,0.011,0.03
ARHGAP22-IT1,0,0
ARHGAP23,13.183,14.198
ARHGAP23P1,0,0.13
ARHGAP24,0.009,0.009
ARHGAP25,11.03,11.416
ARHGAP26,21.937,21.852
ARHGAP26-AS1,0,0
ARHGAP26-IT1,0.188,1.215
ARHGAP27,22.432,23.008
ARHGAP27P1-BPTFP1-KPNA2P3,1.751,1.574
ARHGAP27P2,0,0
ARHGAP28,0.006,0
ARHGAP29,0.004,0
ARHGAP29-AS1,0,0
ARHGAP30,144.439,136.548
ARHGAP31,3.358,3.248
ARHGAP31-AS1,0.234,0.108
ARHGAP32,3.223,3.541
ARHGAP33,6.372,6.852
ARHGAP35,82.832,84.883
ARHGAP36,0,0
ARHGAP39,0.06,0
ARHGAP4,119.122,120.481
ARHGAP40,0,0
ARHGAP42,1.932,1.787
ARHGAP42P1,0,0
ARHGAP42P2,0.034,0
ARHGAP42P3,0,0
ARHGAP42P4,0,0
ARHGAP42P5,0,0
ARHGAP44,10.708,10.16
ARHGAP45,285.26,288.695
ARHGAP5,0.823,0.848
ARHGAP5-AS1,0.079,0.036
ARHGAP6,0,0
ARHGAP8,0,0
ARHGAP9,20.372,21.151
ARHGDIA,646.615,662.921
ARHGDIB,1331.136,1270.096
ARHGDIG,0,0
ARHGEF1,112.922,115.518
ARHGEF10,0.007,0
ARHGEF10L,0.22,0.229
ARHGEF11,18.61,17.989
ARHGEF12,8.849,9.621
ARHGEF15,0.014,0
ARHGEF16,0.192,0.266
ARHGEF17,2.769,2.424
ARHGEF18,30.64,29.365
ARHGEF19,3.404,3.61
ARHGEF19-AS1,0,0
ARHGEF2,129.954,131.606
ARHGEF2-AS1,0,0
ARHGEF25,0,0.02
ARHGEF26,0,0
ARHGEF26-AS1,0,0
ARHGEF28,0.056,0.095
ARHGEF3,50.098,49.026
ARHGEF3-AS1,0,0
ARHGEF33,0,0.012
ARHGEF34P,0,0
ARHGEF35,0,0
ARHGEF35-AS1,0,0
ARHGEF37,0.082,0.051
ARHGEF38,0,0
ARHGEF38-IT1,0,0
ARHGEF39,12.126,11.632
ARHGEF4,0,0
ARHGEF40,25.36,24.515
ARHGEF5,0,0
ARHGEF6,145.388,146.953
ARHGEF7,36.368,35.914
ARHGEF7-AS1,0,0
ARHGEF7-AS2,0,0
ARHGEF7-IT1,0,0
ARHGEF9,1.588,1.57
ARHGEF9-IT1,0,0
ARID1A,84.228,91.613
ARID1B,15.52,16.633
ARID2,40.18,41.613
ARID3A,109.746,113.028
ARID3B,10.075,8.447
ARID3BP1,0.783,0.885
ARID3C,0.419,0.291
ARID4A,21.44,20.266
ARID4B,17.45,16.255
ARID5A,35.11,33.672
ARID5B,0.757,0.692
ARIH1,16.347,16.174
ARIH2,50.939,51.146
ARIH2OS,0.636,0.63
ARIH2P1,0,0.091
ARL1,41.767,40.254
ARL10,0.07,0.094
ARL11,61.441,60.176
ARL13A,0,0
ARL13B,13.141,13.282
ARL14,0,0
ARL14EP,20.33,17.949
ARL14EPL,0,0
ARL14EPP1,0,0
ARL15,13.556,12.941
ARL16,30.3,27.625
ARL17A,0.683,0.745
ARL17B,0.438,0.438
ARL2,52.257,53.573
ARL2-SNX15,0,0
ARL2BP,49.803,48.85
ARL2BPP1,0,0
ARL2BPP10,0.137,0
ARL2BPP2,0,0
ARL2BPP3,0,0
ARL2BPP4,0.464,0.572
ARL2BPP5,0,0
ARL2BPP6,0,0
ARL2BPP7,0,0
ARL2BPP8,0,0
ARL3,2.984,2.969
ARL4A,25.201,24.408
ARL4AP1,0,0
ARL4AP2,0,0
ARL4AP3,0,0
ARL4AP4,0,0
ARL4AP5,0.73,1.012
ARL4C,39.793,38.207
ARL4D,0.785,0.768
ARL5A,51.168,54.434
ARL5AP1,0,0
ARL5AP2,0,0
ARL5AP3,0,0.175
ARL5AP4,0,0.263
ARL5B,22.234,23.084
ARL5C,0,0
ARL6,3.738,3.796
ARL6IP1,184.238,180.827
ARL6IP1P1,0,0
ARL6IP1P2,0,0
ARL6IP1P3,0,0
ARL6IP4,0.419,0.412
ARL6IP5,158.98,150.597
ARL6IP6,26.616,27.9
ARL8A,56.738,51.469
ARL8B,244.617,243.576
ARL9,0.097,0.06
ARLNC1,0,0
ARMC1,185.207,177.992
ARMC10,46.933,46.086
ARMC10P1,3.494,2.442
ARMC12,0.206,0.095
ARMC2,3.1,2.945
ARMC2-AS1,1.301,0
ARMC3,0,0
ARMC4,0,0
ARMC4P1,0,0
ARMC5,34.557,33.287
ARMC6,92.819,99.116
ARMC7,21.086,21.447
ARMC8,22.318,21.537
ARMC8P1,0,0
ARMC9,1.229,1.067
ARMCX1,0,0
ARMCX2,0,0
ARMCX3,0.034,0.064
ARMCX3-AS1,0,0
ARMCX4,0.005,0
ARMCX5,9.169,9.794
ARMCX5-GPRASP2,1.197,0.939
ARMCX6,0,0
ARMCX7P,0,0
ARMH1,81.474,81.695
ARMH2,0,0
ARMH3,38.955,38.343
ARMH4,0.029,0.018
ARMS2,0,0
ARMT1,88.755,86.36
ARNILA,0,0
ARNT,51.097,49.007
ARNT2,0.019,0
ARNTL,8.784,8.083
ARNTL2,19.897,20.933
ARNTL2-AS1,0,0
ARPC1A,24.875,23.161
ARPC1B,34.913,35.1
ARPC1BP1,0,0
ARPC2,283.376,279.264
ARPC3,332.936,319.879
ARPC3P1,1.23,1.517
ARPC3P2,0.137,0
ARPC3P5,1.092,0.378
ARPC4,147.618,150.54
ARPC4-TTLL3,1.08,0.682
ARPC5,82.677,81.171
ARPC5L,80.469,87.385
ARPIN,0,0
ARPIN-AP3S2,0,0
ARPP19,131.025,130.879
ARPP19P1,0,0
ARPP19P2,0,0
ARPP21,0.079,0.107
ARPP21-AS1,0,0
ARR3,0,0
ARRB1,67.326,67.703
ARRB2,22.55,20.659
ARRDC1,36.468,38.729
ARRDC1-AS1,11.468,11.021
ARRDC2,26.334,23.113
ARRDC3,9.603,8.594
ARRDC3-AS1,0.269,0.24
ARRDC4,3.641,2.902
ARRDC5,0.219,0.04
ARSA,16.349,15.715
ARSB,103.62,99.625
ARSD,1.732,1.783
ARSD-AS1,0,0
ARSDP1,0,0
ARSF,0.198,0.183
ARSFP1,0.153,0
ARSG,3.529,3.405
ARSH,0,0
ARSI,0.023,0
ARSJ,0.014,0.013
ARSK,12.247,12.024
ARSL,0,0
ARSLP1,0,0
ART1,0,0
ART2BP,0,0
ART2P,0,0
ART3,0.089,0.062
ART4,0,0
ART5,0,0
ARTN,1.207,0.837
ARV1,37.304,35.219
ARVCF,2.301,2.116
ARX,0,0
AS3MT,0,0
ASAH1,28.688,27.921
ASAH2,0,0
ASAH2B,0,0
ASAH2C,0,0
ASAP1,65.446,67.314
ASAP1-IT2,0.036,0.265
ASAP2,0,0
ASAP3,0,0.027
ASB1,28.261,29.866
ASB10,0,0
ASB11,0,0
ASB12,1.783,1.542
ASB13,18.148,19.538
ASB14,0,0
ASB15,0,0
ASB15-AS1,0,0
ASB16,0,0.03
ASB16-AS1,6.372,6.131
ASB17,0,0
ASB18,0,0
ASB2,7.659,7.975
ASB3,9.368,9.252
ASB4,0,0
ASB5,0,0
ASB6,25.648,25.345
ASB7,18.768,19.043
ASB8,33.202,33.286
ASB9,0.125,0.029
ASB9P1,0,0
ASCC1,19.915,21.042
ASCC2,65.136,62.312
ASCC3,66.463,70.958
ASCL1,0,0
ASCL2,0,0
ASCL3,0,0
ASCL4,0.097,0.089
ASCL5,0,0
ASDURF,0.103,0.096
ASF1A,118.225,111.543
ASF1B,169.312,176.32
ASGR1,0.117,0.126
ASGR2,16.474,16.421
ASH1L,17.832,19.039
ASH1L-AS1,5.484,4.736
ASH1L-IT1,0.325,0
ASH2L,133.604,138.178
ASH2LP1,0,0
ASH2LP2,0,0
ASH2LP3,0,0
ASIC1,2.334,2.486
ASIC2,0,0
ASIC3,0.292,0.245
ASIC4,0,0
ASIC4-AS1,0,0
ASIC5,0,0
ASIP,0,0
ASL,9.834,10.522
ASLP1,0.686,1.269
ASMT,0,0
ASMTL,0,0
ASMTL-AS1,0,0
ASNS,1.205,1.775
ASNSD1,36.239,36.406
ASNSP1,0.026,0
ASNSP3,0,0.052
ASNSP4,0.326,0
ASNSP5,0,0
ASNSP6,0,0
ASPA,0,0
ASPDH,0,0
ASPG,0,0
ASPH,14.825,14.389
ASPHD1,20.106,19.113
ASPHD2,6.94,7.896
ASPM,59.603,62.339
ASPN,0.029,0
ASPRV1,0.201,0.433
ASPSCR1,9.245,9.439
ASRGL1,7.435,7.903
ASS1,417.797,464.33
ASS1P1,0.177,0.054
ASS1P10,0.117,0
ASS1P11,0.06,0.111
ASS1P12,0.059,0
ASS1P2,0.298,0.441
ASS1P4,0,0
ASS1P5,0.059,0.054
ASS1P6,0,0
ASS1P7,0.119,0.275
ASS1P8,0,0
ASS1P9,0,0
ASTE1,10.269,9.258
ASTL,0.441,0.326
ASTN1,0,0
ASTN2,0.615,0.764
ASTN2-AS1,0,0
ASXL1,32.173,33.637
ASXL2,47.411,50.336
ASXL3,0.005,0
ASZ1,0,0
ATAD1,64.146,66.618
ATAD2,250.915,255.21
ATAD2B,17.748,17.23
ATAD3A,103.167,110.633
ATAD3B,20.135,18.431
ATAD3C,0.018,0
ATAD5,42.086,41.223
ATAT1,9.715,9.783
ATCAY,0,0
ATE1,33.271,34.836
ATE1-AS1,0.497,0.287
ATF1,54.091,53.795
ATF1P1,0,0
ATF2,44.139,44.499
ATF3,5.951,7.47
ATF4,637.364,707.176
ATF4P1,0,0
ATF4P2,0.068,0
ATF4P3,0.414,0.638
ATF4P4,0.102,0.221
ATF5,74.371,71.812
ATF6,46.983,47.593
ATF6B,196.173,185.828
ATF7,24.107,24.777
ATF7-NPFF,0.677,0.301
ATF7IP,23.428,24.317
ATF7IP2,12.882,12.532
ATG10,4.844,4.59
ATG10-AS1,0,0
ATG10-IT1,0,0.138
ATG101,31.795,33.734
ATG12,32.054,30.684
ATG12P2,0,0
ATG13,119.369,122.034
ATG14,9.657,8.11
ATG16L1,19.375,17.969
ATG16L2,6.243,6.033
ATG2A,25.756,26.204
ATG2B,10.712,12.016
ATG3,81.66,80.042
ATG3P1,0,0
ATG4A,15.856,16.018
ATG4AP1,0,0
ATG4B,27.825,27.704
ATG4C,23.102,22.526
ATG4D,49.735,51.631
ATG5,39.322,38.107
ATG7,24.836,24.877
ATG9A,25.942,25.539
ATG9B,0.023,0
ATIC,200.177,206.16
ATL1,0.902,0.876
ATL2,48.92,47.85
ATL3,63.158,69.916
ATM,18.798,20.943
ATMIN,35.982,35.742
ATN1,66.707,68.864
ATOH1,0,0
ATOH7,0,0
ATOH8,0.071,0.022
ATOX1,26.91,25.639
ATP10A,15.325,14.879
ATP10B,0,0
ATP10D,6.192,6.113
ATP11A,53.803,57.763
ATP11A-AS1,0,0
ATP11AUN,0,0
ATP11B,54.524,56.218
ATP11C,28.949,29.33
ATP12A,0.016,0
ATP13A1,70.698,71.94
ATP13A2,30.334,33.149
ATP13A3,85.053,85.777
ATP13A4,0,0.007
ATP13A4-AS1,0,0
ATP13A5,0,0
ATP13A5-AS1,0,0
ATP1A1,326.903,335.148
ATP1A1-AS1,0.492,0.383
ATP1A2,0.567,0.588
ATP1A3,3.142,3.153
ATP1A4,0,0
ATP1B1,1.653,1.176
ATP1B1P1,0.159,0.147
ATP1B2,0.021,0.019
ATP1B3,165.904,168.703
ATP1B3-AS1,0,0
ATP1B3P1,0.532,0.082
ATP1B4,0,0
ATP23,53.96,52.542
ATP2A1,1.138,1.112
ATP2A1-AS1,3.874,3.351
ATP2A2,149.101,148.041
ATP2A3,118.48,122.383
ATP2B1,34.454,34.884
ATP2B1-AS1,0.321,0.278
ATP2B2,0.092,0.125
ATP2B2-IT1,0,0
ATP2B2-IT2,0,0
ATP2B3,0.213,0.125
ATP2B4,89.222,96.246
ATP2C1,27.87,27.946
ATP2C2,0,0
ATP2C2-AS1,0.024,0
ATP4A,0,0
ATP4B,0,0
ATP5A1P1,0.057,0.053
ATP5A1P10,0,0.053
ATP5A1P5,0,0
ATP5A1P9,0,0
ATP5F1A,335.838,346.745
ATP5F1AP1,0,0
ATP5F1AP10,0,0
ATP5F1AP2,0,0
ATP5F1AP3,0.387,0.134
ATP5F1AP4,0,0
ATP5F1AP7,0,0
ATP5F1AP8,0,0
ATP5F1B,2240.649,2290.457
ATP5F1BP1,0,0
ATP5F1C,389.617,379.631
ATP5F1CP1,0.081,0.226
ATP5F1D,259.528,283.858
ATP5F1E,73.777,73.461
ATP5F1EP1,0,0
ATP5F1EP2,23.82,22.022
ATP5IF1,113.497,102.846
ATP5MC1,133.599,135.473
ATP5MC1P1,0,0
ATP5MC1P3,0.178,0.164
ATP5MC1P4,0.165,0
ATP5MC1P5,0,0.164
ATP5MC1P6,0,0
ATP5MC1P7,0,0
ATP5MC1P8,0,0
ATP5MC2,214.828,215.53
ATP5MC2P1,1.197,3.479
ATP5MC2P3,0,0
ATP5MC2P4,0.52,0.321
ATP5MC3,164.257,160.608
ATP5MD,230.486,220.169
ATP5MDP1,0,0
ATP5ME,49.954,47.776
ATP5MF,191.864,181.816
ATP5MF-PTCD1,0.025,0.094
ATP5MFP1,0,0
ATP5MFP3,0,0
ATP5MFP4,0.819,0
ATP5MFP5,0.565,0
ATP5MFP6,0,0
ATP5MG,138.947,117.92
ATP5MGL,0.091,0.506
ATP5MGP2,0,0
ATP5MGP3,0,0
ATP5MGP4,0,0
ATP5MGP5,0,0
ATP5MGP6,0,0
ATP5MGP7,0,0
ATP5MPL,72.86,72.314
ATP5PB,464.278,464.413
ATP5PBP1,0.128,0.474
ATP5PBP2,0,0
ATP5PBP3,0,0.103
ATP5PBP4,0,0
ATP5PBP5,0,0
ATP5PBP6,0.095,0
ATP5PBP7,0,0.089
ATP5PD,85.24,106.309
ATP5PDP1,0,0
ATP5PDP2,0,0
ATP5PDP3,0,0
ATP5PDP4,0,0.425
ATP5PF,225.676,213.497
ATP5PFP1,0.226,0
ATP5PO,98.487,97.623
ATP5POP1,0,0
ATP6AP1,105.528,103.278
ATP6AP1L,0.242,0.205
ATP6AP2,50.66,49.67
ATP6V0A1,31.784,30.696
ATP6V0A2,21.484,21.516
ATP6V0A4,0,0
ATP6V0B,190.056,196.66
ATP6V0C,154.312,149.235
ATP6V0CP1,0,0
ATP6V0CP2,0,0
ATP6V0CP3,0,0
ATP6V0CP4,0,0
ATP6V0D1,54.037,52.471
ATP6V0D2,0.198,0.367
ATP6V0E1,239.455,230.851
ATP6V0E1P1,0,0
ATP6V0E1P2,0.297,0
ATP6V0E1P3,0,0
ATP6V0E1P4,0,0
ATP6V0E2,0,0
ATP6V0E2-AS1,0,0
ATP6V1A,84.253,83.44
ATP6V1B1,0,0
ATP6V1B1-AS1,0.064,0.059
ATP6V1B2,206.039,207.704
ATP6V1C1,136.567,134.081
ATP6V1C2,0.104,0.173
ATP6V1D,31.343,30.707
ATP6V1E1,123.743,118.523
ATP6V1E1P1,0.321,0
ATP6V1E2,3.792,4.446
ATP6V1F,297.75,295
ATP6V1FNB,1.595,1.388
ATP6V1G1,123.593,117.207
ATP6V1G1P2,0,0
ATP6V1G1P3,0,0
ATP6V1G1P4,0.217,0.402
ATP6V1G1P6,0,0
ATP6V1G1P7,0,0
ATP6V1G2,1.323,1.569
ATP6V1G2-DDX39B,0,0.028
ATP6V1G3,0,0
ATP6V1H,93.744,91.133
ATP7A,1.448,1.511
ATP7B,0.24,0.251
ATP8A1,1.698,1.341
ATP8A2,0.111,0.096
ATP8A2P2,0,0
ATP8A2P3,0,0
ATP8B1,0.052,0.134
ATP8B2,10.19,11.039
ATP8B3,22.469,23.107
ATP8B4,39.064,37.152
ATP8B5P,0.069,0.118
ATP9A,1.426,1.293
ATP9B,7.616,7.979
ATPAF1,1.604,1.792
ATPAF2,22.423,23.57
ATPSCKMT,31.872,30.8
ATR,10.704,10.824
ATRAID,103.029,105.599
ATRIP,13.442,12.813
ATRN,108.721,110.372
ATRNL1,0,0
ATRX,22.34,23.207
ATXN1,17.945,18.539
ATXN1-AS1,3.862,2.702
ATXN10,124.517,124.858
ATXN1L,15.335,15.273
ATXN2,12.691,12.357
ATXN2-AS,0.751,0.417
ATXN2L,175.421,183.788
ATXN3,15.845,15.256
ATXN3L,0,0
ATXN7,15.369,16.162
ATXN7L1,8.625,8.438
ATXN7L2,4.93,4.712
ATXN7L3,88.46,88.94
ATXN7L3B,37.744,37.654
ATXN8OS,0,0
AUH,29.459,31.107
AUNIP,21.089,20.869
AUP1,257.843,251.945
AURKA,136.985,132.379
AURKAIP1,272.537,274.497
AURKAP1,0.06,0.056
AURKAP2,0,0
AURKB,70.356,75.449
AURKC,0.037,0.069
AUTS2,0.047,0.054
AVEN,73.058,73.6
AVIL,0.26,0.069
AVL9,27.921,29.127
AVP,0,0
AVPI1,7.842,8.231
AVPR1A,0,0.011
AVPR1B,0,0.04
AVPR2,0.032,0
AWAT1,0,0
AWAT2,0,0
AXDND1,0.024,0
AXIN1,19.083,17.866
AXIN2,1.422,1.276
AXL,7.209,6.272
AY269186.1,0,0
AZGP1,0,0
AZGP1P1,0,0
AZGP1P2,0,0
AZI2,26.23,27.463
AZIN1,340.491,326.774
AZIN1-AS1,1.382,1.232
AZIN2,0.365,0.52
AZU1,1592.243,1646.723
AZU1P1,0,0
B2M,440.586,422.816
B3GALNT1,0,0
B3GALNT1P1,0,0
B3GALNT2,38.574,39.157
B3GALNT2P1,0,0
B3GALT1,0,0
B3GALT1-AS1,0,0
B3GALT2,0,0
B3GALT4,1.017,0.968
B3GALT5,0,0
B3GALT5-AS1,0,0
B3GALT6,76.392,74.856
B3GAT1,0,0
B3GAT2,0.011,0
B3GAT3,52.73,54.097
B3GAT3P1,0.814,0.752
B3GLCT,6.76,6.815
B3GNT10,2.577,3.025
B3GNT2,72.987,71.368
B3GNT2P1,0,0
B3GNT3,0,0
B3GNT4,0.064,0.015
B3GNT5,7.165,7.122
B3GNT6,0,0
B3GNT7,0,0.019
B3GNT8,52.098,51.475
B3GNT9,3.586,3.266
B3GNTL1,32.375,34.165
B3GNTL1P1,0,0
B3GNTL1P2,0,0
B4GALNT1,0.388,0.427
B4GALNT2,0,0
B4GALNT2P1,0,0
B4GALNT3,0.18,0.12
B4GALNT4,0.072,0.033
B4GALT1,58.603,61.178
B4GALT1-AS1,0.152,0.158
B4GALT2,62.912,63.702
B4GALT3,47.069,46.565
B4GALT4,4.463,4.637
B4GALT4-AS1,0,0
B4GALT5,124.627,125.61
B4GALT6,0.069,0.102
B4GALT7,18.835,19.375
B4GAT1,13.541,16.01
B9D1,1.245,1.564
B9D2,30.155,28.496
BAALC,0,0.034
BAALC-AS1,0.432,0.395
BAALC-AS2,0,0.131
BAAT,0.064,0.04
BABAM1,34.355,35.391
BABAM2,43.26,46.332
BACE1,1.013,1.04
BACE1-AS,5.62,4.836
BACE2,0,0
BACE2-IT1,0,0
BACH1,36.287,36.247
BACH1-AS1,0,0
BACH1-IT1,1.42,2.297
BACH1-IT2,0.847,1.252
BACH1-IT3,0,0
BACH2,0,0
BAD,31.183,32.301
BAG1,80.019,81.344
BAG2,49.011,47.866
BAG3,60.854,57.69
BAG4,83.42,83.163
BAG5,58.47,58.174
BAG6,556.204,571.671
BAGE2,0,0
BAHCC1,8.929,9.198
